コード,銘柄名,市場・商品区分
8798,アドバンスクリエイト,プライム（内国株式）
8801,三井不動産,プライム（内国株式）
8802,三菱地所,プライム（内国株式）
8803,平和不動産,プライム（内国株式）
8804,東京建物,プライム（内国株式）
8818,京阪神ビルディング,プライム（内国株式）
8830,住友不動産,プライム（内国株式）
8835,太平洋興発,スタンダード（内国株式）
8836,ＲＩＳＥ,スタンダード（内国株式）
8841,テーオーシー,スタンダード（内国株式）
8844,コスモスイニシア,スタンダード（内国株式）
8848,レオパレス２１,プライム（内国株式）
8850,スターツコーポレーション,プライム（内国株式）
8860,フジ住宅,プライム（内国株式）
8864,空港施設,スタンダード（内国株式）
8869,明和地所,スタンダード（内国株式）
8871,ゴールドクレスト,スタンダード（内国株式）
8876,リログループ,プライム（内国株式）
8877,エスリード,プライム（内国株式）
8881,日神グループホールディングス,プライム（内国株式）
8887,シーラホールディングス,スタンダード（内国株式）
8891,ＡＭＧホールディングス,スタンダード（内国株式）
8892,エスコン,プライム（内国株式）
8894,ＲＥＶＯＬＵＴＩＯＮ,スタンダード（内国株式）
8897,ＭＩＲＡＲＴＨホールディングス,プライム（内国株式）
8898,センチュリー２１・ジャパン,スタンダード（内国株式）
8904,ＡＶＡＮＴＩＡ,スタンダード（内国株式）
8908,毎日コムネット,スタンダード（内国株式）
8912,エリアクエスト,スタンダード（内国株式）
8914,エリアリンク,スタンダード（内国株式）
8917,ファースト住建,スタンダード（内国株式）
8918,ランド,スタンダード（内国株式）
8919,カチタス,プライム（内国株式）
8920,東祥,スタンダード（内国株式）
8921,シーズクリエイト,PRO Market
8923,トーセイ,プライム（内国株式）
8927,明豊エンタープライズ,スタンダード（内国株式）
8928,穴吹興産,スタンダード（内国株式）
8929,青山財産ネットワークス,スタンダード（内国株式）
8931,和田興産,スタンダード（内国株式）
8934,サンフロンティア不動産,プライム（内国株式）
8935,ＦＪネクストホールディングス,プライム（内国株式）
8938,グローム・ホールディングス,グロース（内国株式）
8944,ランドビジネス,スタンダード（内国株式）
8945,サンネクスタグループ,スタンダード（内国株式）
8946,ＡＳＩＡＮ　ＳＴＡＲ,スタンダード（内国株式）
8951,日本ビルファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8952,ジャパンリアルエステイト投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8953,日本都市ファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8954,オリックス不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8955,日本プライムリアルティ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8956,ＮＴＴ都市開発リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8957,東急リアル・エステート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8958,グローバル・ワン不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8960,ユナイテッド・アーバン投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8961,森トラストリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8963,インヴィンシブル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8964,フロンティア不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8966,平和不動産リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8967,日本ロジスティクスファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8968,福岡リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8972,ＫＤＸ不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8975,いちごオフィスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8976,大和証券オフィス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8977,阪急阪神リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8979,スターツプロシード投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8984,大和ハウスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8985,ジャパン・ホテル・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8986,大和証券リビング投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8987,ジャパンエクセレント投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8995,誠建設工業,スタンダード（内国株式）
8996,ハウスフリーダム,スタンダード（内国株式）
8999,グランディハウス,プライム（内国株式）
9001,東武鉄道,プライム（内国株式）
9003,相鉄ホールディングス,プライム（内国株式）
9005,東急,プライム（内国株式）
9006,京浜急行電鉄,プライム（内国株式）
9007,小田急電鉄,プライム（内国株式）
9008,京王電鉄,プライム（内国株式）
9009,京成電鉄,プライム（内国株式）
9010,富士急行,プライム（内国株式）
9012,秩父鉄道,スタンダード（内国株式）
9017,新潟交通,スタンダード（内国株式）
9020,東日本旅客鉄道,プライム（内国株式）
9021,西日本旅客鉄道,プライム（内国株式）
9022,東海旅客鉄道,プライム（内国株式）
9023,東京地下鉄,プライム（内国株式）
9024,西武ホールディングス,プライム（内国株式）
9025,鴻池運輸,プライム（内国株式）
9028,ゼロ,スタンダード（内国株式）
9029,ヒガシホールディングス,スタンダード（内国株式）
9031,西日本鉄道,プライム（内国株式）
9033,広島電鉄,スタンダード（内国株式）
9034,南総通運,スタンダード（内国株式）
9036,東部ネットワーク,スタンダード（内国株式）
9037,ハマキョウレックス,プライム（内国株式）
9039,サカイ引越センター,プライム（内国株式）
9041,近鉄グループホールディングス,プライム（内国株式）
9042,阪急阪神ホールディングス,プライム（内国株式）
9044,南海電気鉄道,プライム（内国株式）
9045,京阪ホールディングス,プライム（内国株式）
